name,make,model,body,position,wing,tail,engine,engine_count,wing_span,length,height
KOREAN AIR Tiger 2,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
KOREAN AIR F-5 Tiger 2,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
F+W EMMEN Tiger 2,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
F+W EMMEN F-5 Tiger 2,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
CANADAIR NF-5,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
CANADAIR CF-116,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
CANADAIR CL-219,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
CANADAIR CF-5,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
CANADAIR CL-226,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
CASA SF-5,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
CASA A-9,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
CASA AR-9,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
CASA SRF-5,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
AIDC F-5 Chung-Cheng,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
AIDC Chung-Cheng,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m
NORTHROP AT-38 Talon,NORTHROP,AT-38 Talon,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,7.70 m,14.10 m,3.90 m
NORTHROP N-156T Talon,NORTHROP,AT-38 Talon,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,7.70 m,14.10 m,3.90 m
NORTHROP T-38 Talon,NORTHROP,AT-38 Talon,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,7.70 m,14.10 m,3.90 m
NORTHROP Talon,NORTHROP,AT-38 Talon,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,7.70 m,14.10 m,3.90 m
NORTHROP AT-38 Talon,NORTHROP,AT-38 Talon,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,7.70 m,14.10 m,3.90 m
PANAVIA Tornado,PANAVIA,Tornado,Narrow,,Fixed Wing,,Jet,Multi,13.90 m,16.70 m,6.00 m
PANAVIA Tornado,PANAVIA,Tornado,Narrow,,Fixed Wing,,Jet,Multi,13.90 m,16.70 m,6.00 m
MBB Tornado,PANAVIA,Tornado,Narrow,,Fixed Wing,,Jet,Multi,13.90 m,16.70 m,6.00 m
BRITISH AEROSPACE Tornado,PANAVIA,Tornado,Narrow,,Fixed Wing,,Jet,Multi,13.90 m,16.70 m,6.00 m
BAC Tornado,PANAVIA,Tornado,Narrow,,Fixed Wing,,Jet,Multi,13.90 m,16.70 m,6.00 m
AERITALIA Tornado,PANAVIA,Tornado,Narrow,,Fixed Wing,,Jet,Multi,13.90 m,16.70 m,6.00 m
PIAGGIO P-180 Avanti,PIAGGIO,P-180 Avanti,Narrow,Mid wing with canard front wing,Fixed Wing,T-tail,Turboprop,Multi,14.00 m,14.40 m,3.90 m
PIAGGIO Avanti,PIAGGIO,P-180 Avanti,Narrow,Mid wing with canard front wing,Fixed Wing,T-tail,Turboprop,Multi,14.00 m,14.40 m,3.90 m
PIAGGIO P-180 Avanti,PIAGGIO,P-180 Avanti,Narrow,Mid wing with canard front wing,Fixed Wing,T-tail,Turboprop,Multi,14.00 m,14.40 m,3.90 m
PIAGGIO P-166B Portofino,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m
TRECKER 166,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO P-166DL2,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO Albatross,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO P-166C,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO P-166M,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO P-166S Albatross,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO Portofino,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO P-166A,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO P-166,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO P-166B Portofino,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO P-166DP1,PIAGGIO,P-166DP1,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO P-166DP1,PIAGGIO,P-166DP1,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO P-166DL3,PIAGGIO,P-166DP1,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Multi,14.60 m,11.80 m,5.00 m
PIAGGIO PD-808,PIAGGIO,PD-808,Narrow,Low wing with wing tip tanks,Fixed Wing,"Regular tail, mid set",Jet,Multi,13.20 m,12.80 m,4.50 m
PIEL CP-30 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
STARK CP-301 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
STARK Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
SOCA Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
SOCA CP-301 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
SCINTEX CP-301 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
SCINTEX Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
SCINTEX CP-315 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
ROUCHAUD Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
ROUCHAUD CP-301 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
ROUSSEAU Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
ROUSSEAU CP-301 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
SCANOR Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
SCANOR CP-301 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
RENARD Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
RENARD CP-301 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL CP-302 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL CP-304 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL CP-305 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL CP-309 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL CP-316 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL CP-319 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL CP-315 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL CP-311 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL CP-30 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL CP-301 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
HAINZ Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
HAINZ CP-301 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
GARLAND Linnet,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
FAIRTRAVEL Linnet,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
COOPAVIA-MENAVIA CP-301 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
COOPAVIA-MENAVIA Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
BINDER Smaragd,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
BINDER CP-301 Smaragd,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m
PIEL CP-70 Beryl,PIEL,CP-70 Beryl,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.45 m,1.60 m
PIEL CP-701 Beryl,PIEL,CP-70 Beryl,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.45 m,1.60 m
PIEL CP-750 Beryl,PIEL,CP-70 Beryl,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.45 m,1.60 m
PIEL CP-760 Beryl,PIEL,CP-70 Beryl,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.45 m,1.60 m
PIEL CP-751 Beryl,PIEL,CP-70 Beryl,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.45 m,1.60 m
PIEL CP-70 Beryl,PIEL,CP-70 Beryl,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.45 m,1.60 m
PIEL Beryl,PIEL,CP-70 Beryl,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.45 m,1.60 m
PIEL CP-80 Zephir,PIEL,CP-80 Zephir,Narrow,,Fixed Wing,,Piston,Single,5.30 m,6.00 m,1.70 m
PIEL CP-801 Zephir,PIEL,CP-80 Zephir,Narrow,,Fixed Wing,,Piston,Single,5.30 m,6.00 m,1.70 m
PIEL CP-802 Zephir,PIEL,CP-80 Zephir,Narrow,,Fixed Wing,,Piston,Single,5.30 m,6.00 m,1.70 m
PIEL Zephir,PIEL,CP-80 Zephir,Narrow,,Fixed Wing,,Piston,Single,5.30 m,6.00 m,1.70 m
PIEL CP-80 Zephir,PIEL,CP-80 Zephir,Narrow,,Fixed Wing,,Piston,Single,5.30 m,6.00 m,1.70 m
PILATUS PC-12 Eagle,PILATUS,PC-12 Eagle,Narrow,Low wing (winglets),Fixed Wing,T-tail,Turboprop,Single,16.20 m,14.40 m,4.30 m
PILATUS Eagle,PILATUS,PC-12 Eagle,Narrow,Low wing (winglets),Fixed Wing,T-tail,Turboprop,Single,16.20 m,14.40 m,4.30 m
PILATUS PC-12 Spectre,PILATUS,PC-12 Eagle,Narrow,Low wing (winglets),Fixed Wing,T-tail,Turboprop,Single,16.20 m,14.40 m,4.30 m
PILATUS PC-12,PILATUS,PC-12 Eagle,Narrow,Low wing (winglets),Fixed Wing,T-tail,Turboprop,Single,16.20 m,14.40 m,4.30 m
PILATUS U-28,PILATUS,PC-12 Eagle,Narrow,Low wing (winglets),Fixed Wing,T-tail,Turboprop,Single,16.20 m,14.40 m,4.30 m
PILATUS PC-12 Eagle,PILATUS,PC-12 Eagle,Narrow,Low wing (winglets),Fixed Wing,T-tail,Turboprop,Single,16.20 m,14.40 m,4.30 m
PILATUS Spectre,PILATUS,PC-12 Eagle,Narrow,Low wing (winglets),Fixed Wing,T-tail,Turboprop,Single,16.20 m,14.40 m,4.30 m
PILATUS PC-21,PILATUS,PC-21,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,9.11 m,11.22 m,3.75 m
PILATUS PC-21,PILATUS,PC-21,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,9.11 m,11.22 m,3.75 m
PILATUS PC-24,PILATUS,PC-24,Narrow,Low wing (anhedral with cone),Fixed Wing,T-tail,Jet,Multi,17.00 m,16.80 m,5.30 m
PILATUS Chiricahua,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
PILATUS UV-20 Chiricahua,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
PILATUS PC-6B Turbo-Porter,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
PILATUS Chiricahua,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
PILATUS PC-6A Turbo-Porter,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
PILATUS PC-6C Turbo-Porter,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
PILATUS Turbo-Porter,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
FAIRCHILD (1) PC-6 Heli-Porter,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
FAIRCHILD (1) Heli-Porter,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
FAIRCHILD HILLER Peacemaker,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
FAIRCHILD HILLER PC-6 Heli-Porter,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
FAIRCHILD HILLER AU-23 Peacemaker,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
FAIRCHILD HILLER Heli-Porter,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m
PILATUS PC-7 Astra,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m
PILATUS Astra,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m
PILATUS PC-7 Astra,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m
PILATUS PC-7 Turbo Trainer,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m
PILATUS AT-92 Turbo Trainer,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m
PILATUS Turbo Trainer,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m
HESA S-68,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m
DENEL Astra,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m
DENEL PC-7 Astra,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m
ATLAS PC-7 Astra,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m
ATLAS Astra,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m
PILATUS PC-9 Beech,PILATUS,PC-9 Beech,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,10.10 m,10.20 m,3.30 m
PILATUS Hudournik,PILATUS,PC-9 Beech,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,10.10 m,10.20 m,3.30 m
PILATUS PC-9,PILATUS,PC-9 Beech,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,10.10 m,10.20 m,3.30 m
PILATUS PC-9 Hudournik,PILATUS,PC-9 Beech,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,10.10 m,10.20 m,3.30 m
HAWKER DE HAVILLAND PC-9,PILATUS,PC-9 Beech,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,10.10 m,10.20 m,3.30 m
PIPER Cherokee (PA-28-140/150/160/180),PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Cherokee Challenger,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-151 Cherokee Warrior,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Archer 2,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Cherokee 140-4,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Cherokee (PA-28-140/150/160/180),PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Cherokee Archer,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Cherokee Archer 2,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Cadet,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Archer 3,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-160 Cherokee,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-140 Cherokee,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Warrior 2,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-140 Cherokee 140-4,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Warrior 3,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-140 Cherokee Cruiser,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Cherokee Chief,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-140 Cherokee Flite Liner,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Cherokee Cruiser,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-150 Cherokee,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Cherokee Flite Liner,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Cherokee Warrior,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER Cherokee Warrior 2,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-180 Cherokee,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-180 Cherokee Archer,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-180 Cherokee Challenger,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-180TG Cherokee Chief,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-181 Archer 2,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-181 Archer 3,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-181 Cherokee Archer 2,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-161 Cadet,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-161 Cherokee Warrior 2,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-161 Warrior 2,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
PIPER PA-28-161 Warrior 3,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
NEIVA EMB-712 Carioquinha,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
NEIVA EMB-712 Tupi,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
NEIVA Tupi,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
NEIVA Carioquinha,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
EMBRAER EMB-712 Tupi,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
EMBRAER EMB-712 Carioquinha,PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m
